20190116 190000,53.2,BE,1547661600000000000
20190116 200000,49.7,BE,1547665200000000000
20190116 210000,49.5,BE,1547668800000000000
20190116 220000,48.92,BE,1547672400000000000
20190116 230000,48.2,BE,1547676000000000000
20190117 000000,48.6,BE,1547679600000000000
20190117 010000,46.6,BE,1547683200000000000
20190117 020000,46.9,BE,1547686800000000000
20190117 030000,35.55,BE,1547690400000000000
20190117 040000,38.76,BE,1547694000000000000
20190117 050000,48.6,BE,1547697600000000000
20190117 060000,55.14,BE,1547701200000000000
20190117 070000,64.08,BE,1547704800000000000
20190117 080000,72.55,BE,1547708400000000000
20190117 090000,70.1,BE,1547712000000000000
20190117 100000,74.41,BE,1547715600000000000
20190117 110000,65.97,BE,1547719200000000000
20190117 120000,59.61,BE,1547722800000000000
20190117 130000,56.27,BE,1547726400000000000
20190117 140000,56.93,BE,1547730000000000000
20190117 150000,57.75,BE,1547733600000000000
20190117 160000,59.32,BE,1547737200000000000
20190117 170000,75.72,BE,1547740800000000000
20190117 180000,58.44,BE,1547744400000000000
20190117 190000,60.73,BE,1547748000000000000
20190117 200000,53.26,BE,1547751600000000000
20190117 210000,51.06,BE,1547755200000000000
20190117 220000,47.4,BE,1547758800000000000
20190117 230000,53.71,BE,1547762400000000000
20190118 000000,65.0,BE,1547766000000000000
20190118 010000,60.47,BE,1547769600000000000
20190118 020000,53.49,BE,1547773200000000000
20190118 030000,51.87,BE,1547776800000000000
20190118 040000,48.07,BE,1547780400000000000
20190118 050000,52.63,BE,1547784000000000000
20190118 060000,60.84,BE,1547787600000000000
20190118 070000,73.08,BE,1547791200000000000
20190118 080000,76.86,BE,1547794800000000000
20190118 090000,74.78,BE,1547798400000000000
20190118 100000,73.0,BE,1547802000000000000
20190118 110000,72.32,BE,1547805600000000000
20190118 120000,69.43,BE,1547809200000000000
20190118 130000,67.83,BE,1547812800000000000
20190118 140000,67.44,BE,1547816400000000000
20190118 150000,68.14,BE,1547820000000000000
20190118 160000,69.0,BE,1547823600000000000
20190118 170000,75.04,BE,1547827200000000000
20190118 180000,76.13,BE,1547830800000000000
20190118 190000,72.46,BE,1547834400000000000
20190118 200000,61.83,BE,1547838000000000000
20190118 210000,58.19,BE,1547841600000000000
20190118 220000,56.7,BE,1547845200000000000
20190118 230000,53.16,BE,1547848800000000000
20190119 000000,59.36,BE,1547852400000000000
20190119 010000,58.22,BE,1547856000000000000
20190119 020000,55.28,BE,1547859600000000000
20190119 030000,55.88,BE,1547863200000000000
20190119 040000,54.22,BE,1547866800000000000
20190119 050000,54.31,BE,1547870400000000000
20190119 060000,54.39,BE,1547874000000000000
20190119 070000,57.81,BE,1547877600000000000
20190119 080000,61.52,BE,1547881200000000000
20190119 090000,63.76,BE,1547884800000000000
20190119 100000,62.49,BE,1547888400000000000
20190119 110000,57.33,BE,1547892000000000000
20190119 120000,55.26,BE,1547895600000000000
20190119 130000,55.69,BE,1547899200000000000
20190119 140000,59.28,BE,1547902800000000000
20190119 150000,59.16,BE,1547906400000000000
20190119 160000,62.93,BE,1547910000000000000
20190119 170000,67.15,BE,1547913600000000000
20190119 180000,68.91,BE,1547917200000000000
20190119 190000,64.79,BE,1547920800000000000
20190119 200000,62.04,BE,1547924400000000000
20190119 210000,59.84,BE,1547928000000000000
20190119 220000,60.08,BE,1547931600000000000
20190119 230000,57.96,BE,1547935200000000000
20190120 000000,58.49,BE,1547938800000000000
20190120 010000,56.25,BE,1547942400000000000
20190120 020000,55.37,BE,1547946000000000000
20190120 030000,52.11,BE,1547949600000000000
20190120 040000,50.7,BE,1547953200000000000
20190120 050000,50.76,BE,1547956800000000000
20190120 060000,49.68,BE,1547960400000000000
20190120 070000,51.25,BE,1547964000000000000
20190120 080000,52.89,BE,1547967600000000000
20190120 090000,58.3,BE,1547971200000000000
20190120 100000,59.15,BE,1547974800000000000
20190120 110000,58.72,BE,1547978400000000000
20190120 120000,58.01,BE,1547982000000000000
20190120 130000,55.82,BE,1547985600000000000
20190120 140000,56.23,BE,1547989200000000000
20190120 150000,55.39,BE,1547992800000000000
20190120 160000,58.02,BE,1547996400000000000
20190120 170000,66.68,BE,1548000000000000000
20190120 180000,69.43,BE,1548003600000000000
20190120 190000,69.95,BE,1548007200000000000
20190120 200000,69.06,BE,1548010800000000000
20190120 210000,62.29,BE,1548014400000000000
20190120 220000,63.07,BE,1548018000000000000
20190120 230000,59.13,BE,1548021600000000000
20190121 000000,55.54,BE,1548025200000000000
20190121 010000,53.02,BE,1548028800000000000
20190121 020000,52.1,BE,1548032400000000000
20190121 030000,51.31,BE,1548036000000000000
20190121 040000,51.14,BE,1548039600000000000
20190121 050000,53.23,BE,1548043200000000000
20190121 060000,67.16,BE,1548046800000000000
20190121 070000,79.62,BE,1548050400000000000
20190121 080000,88.06,BE,1548054000000000000
20190121 090000,86.01,BE,1548057600000000000
20190121 100000,80.04,BE,1548061200000000000
20190121 110000,78.54,BE,1548064800000000000
20190121 120000,74.79,BE,1548068400000000000
20190121 130000,71.56,BE,1548072000000000000
20190121 140000,72.03,BE,1548075600000000000
20190121 150000,76.49,BE,1548079200000000000
20190121 160000,81.08,BE,1548082800000000000
20190121 170000,88.35,BE,1548086400000000000
20190121 180000,88.5,BE,1548090000000000000
20190121 190000,81.42,BE,1548093600000000000
20190121 200000,77.21,BE,1548097200000000000
20190121 210000,68.8,BE,1548100800000000000
20190121 220000,54.43,BE,1548104400000000000
20190121 230000,53.07,BE,1548108000000000000
20190122 000000,50.1,BE,1548111600000000000
20190122 010000,56.76,BE,1548115200000000000
20190122 020000,56.68,BE,1548118800000000000
20190122 030000,52.72,BE,1548122400000000000
20190122 040000,52.1,BE,1548126000000000000
20190122 050000,54.64,BE,1548129600000000000
20190122 060000,63.57,BE,1548133200000000000
20190122 070000,75.94,BE,1548136800000000000
20190122 080000,83.58,BE,1548140400000000000
20190122 090000,80.1,BE,1548144000000000000
20190122 100000,79.04,BE,1548147600000000000
20190122 110000,80.3,BE,1548151200000000000
20190122 120000,78.87,BE,1548154800000000000
20190122 130000,82.58,BE,1548158400000000000
20190122 140000,90.16,BE,1548162000000000000
20190122 150000,88.5,BE,1548165600000000000
20190122 160000,87.91,BE,1548169200000000000
20190122 170000,87.03,BE,1548172800000000000
20190122 180000,96.68,BE,1548176400000000000
20190122 190000,88.5,BE,1548180000000000000
20190122 200000,79.93,BE,1548183600000000000
20190122 210000,68.79,BE,1548187200000000000
20190122 220000,68.83,BE,1548190800000000000
20190122 230000,64.97,BE,1548194400000000000
20190123 000000,61.51,BE,1548198000000000000
20190123 010000,58.04,BE,1548201600000000000
20190123 020000,56.96,BE,1548205200000000000
20190123 030000,51.19,BE,1548208800000000000
20190123 040000,51.02,BE,1548212400000000000
20190123 050000,55.34,BE,1548216000000000000
20190123 060000,66.55,BE,1548219600000000000
20190123 070000,82.99,BE,1548223200000000000
20190123 080000,92.15,BE,1548226800000000000
20190123 090000,93.65,BE,1548230400000000000
20190123 100000,91.93,BE,1548234000000000000
20190123 110000,92.0,BE,1548237600000000000
20190123 120000,84.96,BE,1548241200000000000
20190123 130000,83.99,BE,1548244800000000000
20190123 140000,85.59,BE,1548248400000000000
20190123 150000,86.87,BE,1548252000000000000
20190123 160000,84.96,BE,1548255600000000000
20190123 170000,90.01,BE,1548259200000000000
20190123 180000,94.01,BE,1548262800000000000
20190123 190000,90.54,BE,1548266400000000000
20190123 200000,78.56,BE,1548270000000000000
20190123 210000,69.76,BE,1548273600000000000
20190123 220000,70.11,BE,1548277200000000000
20190123 230000,67.03,BE,1548280800000000000
20190124 000000,63.97,BE,1548284400000000000
20190124 010000,60.68,BE,1548288000000000000
20190124 020000,58.49,BE,1548291600000000000
20190124 030000,56.67,BE,1548295200000000000
20190124 040000,56.95,BE,1548298800000000000
20190124 050000,61.53,BE,1548302400000000000
20190124 060000,74.2,BE,1548306000000000000
20190124 070000,99.07,BE,1548309600000000000
20190124 080000,113.07,BE,1548313200000000000
20190124 090000,111.23,BE,1548316800000000000
20190124 100000,108.25,BE,1548320400000000000
20190124 110000,103.69,BE,1548324000000000000
20190124 120000,98.33,BE,1548327600000000000
20190124 130000,92.63,BE,1548331200000000000
20190124 140000,89.86,BE,1548334800000000000
20190124 150000,90.45,BE,1548338400000000000
20190124 160000,95.01,BE,1548342000000000000
20190124 170000,106.82,BE,1548345600000000000
20190124 180000,121.46,BE,1548349200000000000
20190124 190000,102.06,BE,1548352800000000000
20190124 200000,89.34,BE,1548356400000000000
20190124 210000,74.43,BE,1548360000000000000
20190124 220000,70.23,BE,1548363600000000000
20190124 230000,66.71,BE,1548367200000000000
20190125 000000,64.63,BE,1548370800000000000
20190125 010000,60.64,BE,1548374400000000000
20190125 020000,57.8,BE,1548378000000000000
20190125 030000,55.7,BE,1548381600000000000
20190125 040000,55.28,BE,1548385200000000000
20190125 050000,58.98,BE,1548388800000000000
20190125 060000,69.03,BE,1548392400000000000
20190125 070000,84.48,BE,1548396000000000000
20190125 080000,97.0,BE,1548399600000000000
20190125 090000,93.64,BE,1548403200000000000
20190125 100000,85.0,BE,1548406800000000000
20190125 110000,78.0,BE,1548410400000000000
20190125 120000,71.81,BE,1548414000000000000
20190125 130000,69.87,BE,1548417600000000000
20190125 140000,68.64,BE,1548421200000000000
20190125 150000,65.58,BE,1548424800000000000
20190125 160000,65.08,BE,1548428400000000000
20190125 170000,70.87,BE,1548432000000000000
20190125 180000,71.82,BE,1548435600000000000
20190125 190000,60.67,BE,1548439200000000000
20190125 200000,49.8,BE,1548442800000000000
20190125 210000,49.8,BE,1548446400000000000
20190125 220000,59.66,BE,1548450000000000000
20190125 230000,56.23,BE,1548453600000000000
20190126 000000,59.92,BE,1548457200000000000
20190126 010000,63.03,BE,1548460800000000000
20190126 020000,57.05,BE,1548464400000000000
20190126 030000,47.2,BE,1548468000000000000
20190126 040000,43.42,BE,1548471600000000000
20190126 050000,41.61,BE,1548475200000000000
20190126 060000,45.95,BE,1548478800000000000
20190126 070000,49.9,BE,1548482400000000000
20190126 080000,53.92,BE,1548486000000000000
20190126 090000,59.82,BE,1548489600000000000
20190126 100000,59.67,BE,1548493200000000000
20190126 110000,60.66,BE,1548496800000000000
20190126 120000,58.53,BE,1548500400000000000
20190126 130000,57.44,BE,1548504000000000000
20190126 140000,53.32,BE,1548507600000000000
20190126 150000,52.8,BE,1548511200000000000
20190126 160000,52.44,BE,1548514800000000000
20190126 170000,55.95,BE,1548518400000000000
20190126 180000,57.92,BE,1548522000000000000
20190126 190000,52.92,BE,1548525600000000000
20190126 200000,47.5,BE,1548529200000000000
20190126 210000,44.99,BE,1548532800000000000
20190126 220000,44.62,BE,1548536400000000000
20190126 230000,40.74,BE,1548540000000000000
20190127 000000,43.7,BE,1548543600000000000
20190127 010000,42.1,BE,1548547200000000000
20190127 020000,29.86,BE,1548550800000000000
20190127 030000,26.43,BE,1548554400000000000
20190127 040000,21.64,BE,1548558000000000000
20190127 050000,19.27,BE,1548561600000000000
20190127 060000,21.48,BE,1548565200000000000
20190127 070000,29.66,BE,1548568800000000000
20190127 080000,34.14,BE,1548572400000000000
20190127 090000,43.33,BE,1548576000000000000
20190127 100000,48.29,BE,1548579600000000000
20190127 110000,50.11,BE,1548583200000000000
